Cave_ID	Cave_Name	Cave_Synonyms	Cave_Type	Region	Subregion	Municipality	Settlement	Longitude	Latitude	Altitude	Location_Status	Cave_short_references	Reference_ID	Protection_Status	Cave_Description
1	Spilaio Agiou Ioanni	Cave of Irakleia	Natural	Notio Aigaio	Naxos	Naxos & Mikres Kyklades	Irakleia	25.436792625	36.828764758	113	Location known	Petrocheilou 1984|Petrocheilou 1971b	1073|1030	GR4220013 - Mikres Kyklades: Irakleia, Schoinoussa, Koufonisia, Keros, Antikeria Kai thalassia zoni (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4220013" target="_blank"> Check site’s Standard Data Form</a>|K783 - Nisos Irakleia [Wildlife Refuge]: OGG 1052/Β/2000|GR4220021 - Nisos Irakleia, Nisoi Makares, Mikros and Megalos Avelas, Nisida Venetiko Irakleias (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4220021" target="_blank"> Check site’s Standard Data Form</a>	<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The cave of Agios Ioannis is a very well known cave, located on the southwestern part of Irakleia Island at 110m a.s.l. A 2.5 km marked path is leading from Panagia settlement to its entrance. The cave is heavily decorated with a variety of speleothems. There are two main spacious chambers measuring 170 m in total length and covering an area of 2,000 sq. m. Although it&rsquo;s not officially a show cave, several hundred people are visiting it every summer. The cave is dedicated to St John&nbsp;the&nbsp;</span>Prodrome and his memory is celebrated with vespers at the big hall of the cave every year on 28th August.<br />The Polydesmid milliped was cited as "<em>Serradium</em> or <em>Brachydesmus"</em> (Andreev 1986). The&nbsp;<em>Lindbergia</em> species was cited as&nbsp;&nbsp;<em>Lindbergia</em> sp. aff <em>pseudoillyrica</em> (Riedel 1990 &amp; 1992)&nbsp;</p>
2	Spilaio Katsampa		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	Strinyla	19.83949339	39.743802197	703	Location known				
3	Spilaio Garzenikou		Natural	Peloponnisos	Arkadia	Tripoli	Kandila	22.39413559	37.774187019	1071	Location known	Petrocheilou 1959	982	GR2530004 - Oros Oligyrtos (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2530004" target="_blank"> Check site’s Standard Data Form</a>	<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The cave is located 1.3 km east of Kandyla village, at 1,070m a.s.l. The entrance is small (1*0.6 m). There is one main gallery 100 m in length and 0.5-6.5 m in height with several large rimstone pools.</span></p>
4	Spilaio Megali Grava	Loutses cave, Bodolekos cave, Höhle am Nordabhang des Pantokratorgebirges, Grotta superiore di Bodolekos, Ano Peristerograva, Peristerograva	Natural	Ionioi Nisoi	Kerkyra	Kerkyra	Loutses	19.890172313	39.77690272	479	Location known	Nikolopoulos & Martzoukos 1957b|Merdenesianos 1969	906|880		<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">Peristerograva</span><span lang="EN-US"> is located 1.4 km south-east</span><span lang="EN-US"> of the village of Loutses at 480m a.s.l. There is only one large and descending chamber (100m long, 40m deep and 60m high).</span></p>
5	Lavrio mine galleries		Artificial	Attiki	Anatoliki Attiki	Lavreotiki	Lavrio	24.038151454	37.713232816	56	Location known	Leloudas 2005b	1250	GR3000005 - Sounio - Nisida Patroklou and Paraktia Thalassia Zoni (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR3000005" target="_blank"> Check site’s Standard Data Form</a>	<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The mines of Lavrio is a huge cluster of vertical wells and horizontal man-made galleries. They have been opened in the wider area of Lavreotiki from the antiquity until 1977&nbsp;when the operation of the lead mines has ceased. The depth of the wells varies from 10 m to 150 m and some are clogged or are in a hazardous condition to visit.</span></p>
6	Spilaio Chavara		Natural	Attiki	Anatoliki Attiki	Kropia	Kitsi	23.863218743	37.8543079	137	Location known	Santorinaios 1946|Petrocheilos 1953c	1114|961		<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">A small cave (20m long,</span><span lang="EN-US"> 3.5 to 0.5m in height) located on a hill, 2km east from Kitsi settlement (140m a.s.l.)</span></p>
7	Spilaio Kerateas	Spilaio Lordou Vyrona (Lord;s Byron cave), Spilia Nymphis, Spilaio Nymfon,  Spilaio Panos	Natural	Attiki	Anatoliki Attiki	Lavreotiki	Keratea	23.968713	37.790012	600	Location known	Petrocheilou 1984|Petrocheilos 1956a|Petrocheilos 1952b|Lindberg 1955b|Leloudas 2005b	1073|964|956|871|1250		<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The cave is situated on the southern slopes of the Keratovo</span><span lang="EN-US">uni Mt. (</span>Paneio Mt.)&nbsp;at 600m a.s.l. (Keratea). In a length of 60m, there are 4 main chambers with a total area of 950 sq. m. The cave is decorated with various well-developed speleothems. A rimstone pool is filled with water all year round.</p>
10	Spilaio Mavri Trypa		Natural	Anatoliki Makedonia-Thraki	Kavala	Kavala	Zygos	24.393166667	41.020644444	301	Location known				
11	Spilaio Stavrou		Natural	Kentriki Makedonia	Thessaloniki	Volvi	Stavros	23.693498572	40.660421855	22	Location known				
18	Spilaio Kalampaki	Cave Ton Demonon, Spilaio ton Daimonon	Natural	Notio Aigaio	Paros	Paros	Dryos	25.20794859200001	37.0182	409	Location known	Petrocheilou 1970g|Aliprantis 1962	1026|725		
19	Spilaio Nymfon-Ancient Marble Quarry		Artificial	Notio Aigaio	Paros	Paros	Marathi	25.200586813	37.082371586	193	Location known	Ioannou 1989	839	K716 - Agioi Pantes - Stroumpoula Nisou Parou [Wildlife Refuge]: OGG 1052/Β/2000	
21	Spilaio Katholikou	Spilaio Agiou Ioanni tou Erimiti	Natural	Kriti	Chania	Chania	Chordaki	24.146474552	35.590134238	117	Location known	Petrocheilou 1984|Vasilopoulos 1959|Petrocheilou 1963b|Lindberg 1955a	1073|1138|995|870	K898 - Stavros Chordaki Dimou Akrotiriou [Wildlife Refuge]: OGG 813/Β/2001|Historical Monument - Ministerial Decision 10321/186/16-4-1982 (OGG 180/Β/21-4-1982)|Archaeological Site - Ministerial Decision 21220/10-8-1967 (OGG 527/Β/24-8-1967)	<p>Lang (1964) report on the occurrence of&nbsp;<em>Lysiopetalum macedonicum</em>&nbsp;(=<em>Acanthopetalum carinatum</em>) at&nbsp;Katholkio Cave is considered misidentification (Stoev et al. 2008, Felesaki et al. 2010).</p>
23	Spilaio Koumarospilios		Natural	Kriti	Chania	Chania	Chordaki	24.146008	35.574955	292	Location known	Vasilopoulos 1959	1138		
24	Spilaio Lavyrinthos Gortynas		Artificial	Kriti	Irakleio	Faistos	Roufas	24.919796528	35.075403471	394	Location known	Petrocheilou 1989b|Petrocheilou 1984|Fournier 1994	1075|1073|773		
25	Spilaio Lera		Natural	Kriti	Chania	Chania	Stavros	24.102443	35.590143	190	Location known	Vasilopoulos 1959|Faure 1961	1138|765	K898 - Stavros Chordaki Dimou Akrotiriou [Wildlife Refuge]: OGG 813/Β/2001|Archaeological Site - Ministerial Decisions: 2258/4-2-1966 (OGG 175/Β/26-3-1966), 3888/21-2-1967 (OGG 168/Β/9-3-1967)	
8	Spilaio Panos		Natural	Attiki	Dytiki Attiki	Fyli	Fyli	23.668380689	38.146667725	684	Location known	Deligiorgi 1982|Petrocheilos 1952b|Lindberg 1955b|Deligiorgi-Alexopoulou 1985a|Deligiorgi-Alexopoulou 1980|Leloudas 2005b	756|956|871|758|757|1250	K404 - Dasoktima Tatoiou-Salonikis Loimikou-Synidioktito Dasos Gkoura-Parnithas [Wildlife Refuge]: OGG 446/Β/1988|GR3000001 - Oros Parnitha (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href=" http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR3000001" target="_blank"> Check site’s Standard Data Form</a>	<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The cave of Pan is located on a steep cliff at the western foothills of Parnitha Mt. at 680m a.s.l. It comprises of a 68 m long, almost horizontal, main gallery as well as a smaller chamber. There are several rimstone pools filled with water throughout the year in the first gallery.</span></p>
9	Spilaio Drakotrypa	Cave of Vrasna, Grotte du Vrasna	Natural	Kentriki Makedonia	Thessaloniki	Volvi	Vrasna	23.64808369598057	40.70224759272045	80	Location known			GR1220009 - Limnes Koroneias - Volvis, Stena Rentinas and Evryteri Periochi (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1220009" target="_blank"> Check site’s Standard Data Form</a>|GR1220003 - Stena Rentinas - Evryteri Periochi - Spilaio Lakkia kai Rema Neromana (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href=" http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1220003" target="_blank"> Check site’s Standard Data Form</a>	
12	Spilaio Eptamylon		Natural	Kentriki Makedonia	Serres	Serres	Serres	23.59503758304901	41.10438850621062	140	Location known	Petrocheilou 1984|Ioannou 1967	1073|794	K33 - Viros - I.M. Ag. Nikolaou (Serron-Oinousas-Eptamylon) [Wildlife Refuge]: OGG 706/Β/1982|GR1260009 - Koilada Timiou Prodromou-menoikion (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1260009" target="_blank"> Check site’s Standard Data Form</a>	<p><span lang="EN-US">T</span><span lang="EN-US">he cave is located at 140m a.s.l</span><span lang="EN-US">&nbsp;in a quarry at the northwest suburbs of Serres. Access to the cave is possible through an 8m descent. It is an underground</span><span lang="EN-US"> river that continuously flowing in its last section. The passageways length is 600m long in total, covering an area of 1,950 sq. m.</span></p>
13	Spilaio Agias Paraskevis	Spilaio Skoteinou	Natural	Kriti	Irakleio	Chersonisos	Skoteino	25.297520227	35.30488474	219	Location known	Faure 1985|Petrocheilou 1984|Lindberg 1955a|Ioannou 1970h|Gasparo 2003	768|1073|870|805|1160	Archaeological Site - Ministerial Decision 16685/532/6-4-1981 (OGG 278/Β/14-5-1981)	<p><span lang="EN-US">The cave is situated at 220m a.s.l., 1.2 km northwest of the Skoteino village. The entrance opens in a 25*25m doline. The first gallery of the cave is impressive (134 m long, 33 m wide and 30 m high). At the lower part, there is a smaller chamber measuring 18 x 12 m. The floor area of the cave is 2,500 sq. m.&nbsp;</span><span lang="EN-US">Although it&rsquo;s not officially a show cave, several thousand&nbsp;people are visiting it every summer. The cave is dedicated to&nbsp;</span><span lang="EN-US">Saint Paraskevi&nbsp;</span><span lang="EN-US">and her memory is celebrated with a feast at the entrance of the cave every year on 26th July.</span></p>
14	Spilaio Katafygi Dirou		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Pyrgos Dirou	22.373435	36.638183	15	Location known	Petrocheilos 1953a|Lindberg 1955b|Petrocheilou 1984|Petrocheilou 1955|Petrocheilos 1958b	959|871|1073|981|972	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>|Archaeological Site - Ministerial Decisions: 9396/24-8-1963 (OGG 408/Β/18-9-1963), 22154/1203/12-5-1999 (OGG 992/Β/27-5-1999)	<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The cave is situated a few hundred meters west of the caves of Alepotrypa and Glyfada Dyrou is located at 15m a.s.l. The entrance is spacious (4*7m). The most distant part is 170m from the entrance, the total length of the passageways is 600m and the floor covers an area of 2,700 sq. m. The maximum ceiling height is 10 m. S</span><span lang="EN-US">peleothems are rich in forms and quite developed.</span></p>
26	Spilaio Sfentoni Trypa	Sentoni Cave, Spilaio Zonianon	Natural	Kriti	Rethymno	Mylopotamos	Zoniana	24.840262726	35.299624415	668	Location known	Petrocheilou 1984|Petrocheilou 1963f|Gasparo 2003	1073|999|1160		
27	Anonymous cave at Peloponnisos		Natural	Peloponnisos	NA	NA	NA				Unknown Location				<p>The location of the cave is unknown. It is the locus typicus&nbsp;of <em>Acanth&omicron;petalum patens</em> Strasser 1973. The specimens were collected by C. Merdenesianos on 4.6.1970.</p>
28	Spilaio Alepotrypa		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Pyrgos Dirou	22.382303	36.638541	20	Location known	Petrocheilos 1958b|Petrocheilos 1958a|Petrocheilou 1984	972|971|1073	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>|Archaeological Site - Ministerial Decisions: 9396/24-8-1963 (OGG 408/Β/18-9-1963), 22154/1203/12-5-1999 (OGG 992/Β/27-5-1999)	
29	Spilaio Glyfadas Dirou	Spilaio Dirou, Spilaio Vlychadas Dirou	Natural	Peloponnisos	Lakonia	Anatoliki Mani	Pyrgos Dirou	22.380630218	36.638385168	8	Location known	Giannopoulos  1994|Petrocheilou et al. 1989a|Petrocheilou 1984|Petrocheilou 1975c|Petrocheilou 1974h|Petrocheilou 1992e|Petrocheilos 1951a|Petrocheilos 1958b|Lindberg 1955b|Anonymous 1958b	780|1085|1073|1060|1057|1082|953|972|871|730	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>|Archaeological Site - Ministerial Decisions: 9396/24-8-1963 (OGG 408/Β/18-9-1963), 22154/1203/12-5-1999 (OGG 992/Β/27-5-1999)	
30	Spilaio Sklavounakou		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Pyrgos Dirou	22.37988451	36.623970309	184	Location known			GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>	
31	Spilaio Chagioti	Spilia tou Chajoti, Chajoti cave, Zygoti	Natural	Ionioi Nisoi	Zakynthos	Zakynthos	Gyri	20.763	37.7956	400	Location known				
15	Spilaio Milatou		Natural	Kriti	Lasithi	Agios Nikolaos	Milatos	25.578029319	35.308239719	172	Location known	Lindberg 1955a|Platakis 1976|Petrocheilou 1970f|Petrocheilou 1984	870|1103|1025|1073	K876 - Latsidiani Kefala Dimou Neapolis [Wildlife Refuge]: OGG 787/Β/2001	<p class="MsoNormal" style="margin-bottom: .0001pt; line-height: normal;"><span lang="EN-US">The cave is situated 1km east of the village of Milatos on the northern cliffs of a gorge at 170m a.s.l. It is easily accessible from the main road through a 270m path. The cave has 8 entrances along a face of 40m. The total floor area is 2,100 sq. m but a small percentage is not accessed by daylight. Inside the cave, there is a small church dedicated to St Thomas and an ossuary, containing bones from the victims killed in the cave by ottomans in 1823. </span><span lang="EN-US">Although it&rsquo;s not officially a show cave, several thousand people are visiting it every year.&nbsp;</span></p>
16	Spilaio Diktaio Antro	Spilaio Psychrou, Diktean cave	Natural	Kriti	Lasithi	Oropedio Lasithiou	Psychro	25.445064069	35.162956852	985	Location known	Lindberg 1955a|Platakis 1976|Platakis 1973|Petrocheilou 1984|Petrocheilou 1963c|Paragamian 1994	870|1103|1101|1073|996|1162	Landscape of Outstanding Natural Beauty - Ministerial Decision 83609/2737/28-12-1981 (OGG 50/Β/10-2-1982)|Archaeological Site - Ministerial Decisions: 9597/12-9-1970 (OGG 666/Β/23-9-1970), 1834 PE/5-5-1976 (OGG 699/Β/26-5-1976)|GR4320002 - Dikti: Oropedio Lasithiou, Katharo, Selena, Krasi, Selakano, Chalasmeni Koryfi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4320002" target="_blank"> Check site’s Standard Data Form</a>	
17	Spilaio Antiparou	Spilaio Oliarou	Natural	Notio Aigaio	Paros	Antiparos	Antiparos	25.05993627	36.990627941	187	Location known	Petrocheilou 1984|Petrocheilou 1980a	1073|1068		<p>The&nbsp;cave of Antiparos&nbsp;is situated on the southeastern side of the island W on the hill of Agios Ioannis at the height of 1<span lang="EN-US">80</span>m a.s.l. The cave is impressively decorated with various speleothems. The floor is quite steep and occupies an <span lang="EN-US">area </span>of 5,<span lang="EN-US">600 sq</span>.<span lang="EN-US">m</span>. The main gallery <span lang="EN-US">is 70 m wide </span>reaching a depth of<span lang="EN-US"> 85 m lower than the entrance&nbsp;level&nbsp;</span>the entrance and a maximum <span lang="EN-US">roof height </span>of<span lang="EN-US"> 40m</span>. The&nbsp;cave&nbsp;has been in use&nbsp;since Neolithic&nbsp;times. It became a great attraction since the 18th century as result by several publications, printed drawings and pictures of the cave. <span lang="EN-US">There are </span>several <span lang="EN-US">inscriptions</span> and carvings on the speleothems<span lang="EN-US">, </span>some a few centuries old<span lang="EN-US">. </span>Today the cave is managed as a show cave.</p>
20	Spilaio Za	Spilia Aria	Natural	Notio Aigaio	Naxos	Naxos & Mikres Kyklades	Filoti	25.499429	37.034665	630	Location known	Petrocheilou 1962d|Petrocheilou 1984	992|1073	GR4220026 - Naxos: Ori Anathematistra, Koronos, Mavrovouni, Zas, Viglatouri (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4220026" target="_blank"> Check site’s Standard Data Form</a>|GR4220014 - Kentriki and Notia Naxos: Zas and Vigla Eos Mavrovouni and Thalassia Zoni (ormos Karades - Ormos Moutsounas) (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4220014" target="_blank"> Check site’s Standard Data Form</a>	
22	Spilaio Agias Sofias		Natural	Kriti	Chania	Kissamos	Topolia	23.684308383	35.41492269	416	Location known	Lindberg 1955a|Faure 1955|Petrocheilou 1970e|Petrocheilou 1984	870|1150|1024|1073	GR4340004 - Elos - Topolia - Sasalos - Agios Dikaios (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4340004" target="_blank"> Check site’s Standard Data Form</a>|Archaeological Site - Ministerial Decision 21220/10-8-1967 (OGG 527/Β/24-8-1967)	<p>The species&nbsp;<em>Stalita cretica</em>&nbsp;Roewer 1928 was erroneously reported from the cave of Agia Sophia (Topolia, Crete) by Roewer (1928). Deeleman-Reinhold (1993) examined the type species and found it indistinguishable from <em>Stalagtia hercegovinensis</em> which does not occur&nbsp;in Greece. It appears that Roewer mislabeled the specimens supposedly collected on 1926 in Crete (Beier 1931) as he has done with pseudoscorpions (Helversen &amp; Martens 1972)<span style="color: inherit; font-size: inherit;">.</span></p>
32	Spilaio Limnon		Natural	Dytiki Ellada	Achaia	Kalavryta	Kastria	22.140052901	37.959582052	835	Location known	Petrocheilou 1984|Petrocheilou 1967d|Panagiotou 1965|Petrocheilou 1974d	1073|1014|918|1053	Archaeological Site - Ministerial Decision  8617/323/11-3-1985  (OGG 163/Β/28-3-1985)|GR2320009 - Spilaio Kastrion (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2320009" target="_blank"> Check site’s Standard Data Form</a>	
33	Mine gallery Skalas Rachoniou		Artificial	Anatoliki Makedonia-Thraki	Kavala	Thasos	Skala Rachoniou	24.610656964	40.77530775	23	Location known				
34	Spilaio Metaxolakka		Natural	Thessalia	Magnisia	Almyros	Pteleos	22.951234284	39.076789546	700	Location known				
35	Spilaio Agias Elenis		Natural	Anatoliki Makedonia-Thraki	Kavala	Kavala	Zygos	24.394577778	41.018027778	301	Location known	Petrocheilou 1964b|Petrocheilou 1984	1001|1073		
36	Spilaio Agias Sofias		Natural	Attiki	Nisoi Attikis	Kythira	Mylopotamos	22.925626992	36.251034069	86	Location known	Papadaki et al. 2006|Petrocheilos 1955|Petrocheilou 1970a|Petrocheilou 1984	919|963|1020|1073		
37	Spilaio Agias Triadas		Natural	Sterea Ellada	Evvoia	Karystos	Karystos	24.41832287	38.043144357	198	Location known	Angelopoulou 1934|Zervoudakis 1959|Skouras 2000|Anonymous 1953	727|1143|1123|1151	GR2420012 - Oros Ochi, Paraktia Zoni and Nisides (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2420012" target="_blank"> Check site’s Standard Data Form</a>	
38	Spilaio Drakotrypa		Natural	Anatoliki Makedonia-Thraki	Kavala	Thasos	Panagia	24.731045429	40.73354507	170	Location known				
39	Spilaio Fytidi		Natural	Ionioi Nisoi	Kefalonia	Kefalonia	Karavomylos	20.618040675	38.249175151	82	Location known	Petrocheilou 1969e	1019		
40	Spilaio Katafygi		Natural	Notio Aigaio	Kea-Kythnos	Kythnos	Dryopida	24.430020398	37.381716912	213	Location known	Petrocheilou 1967c|Petrocheilou 1984	1013|1073		
41	Spilaio Kokkalia Trypa		Natural	Thessalia	Magnisia	Almyros	Pteleos	22.973923487	39.074846158	410	Location known				
42	Spilaio Leondariou		Natural	Attiki	Anatoliki Attiki	Paiania	Paiania	23.829842	37.987998	480	Location known	Chatzilazaridis 1979|Lindberg 1955b	746|871	GR3000006 - Ymittos - Aisthitiko Dasos Kaisarianis - Limni Vouliagmenis (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR3000006" target="_blank"> Check site’s Standard Data Form</a>|GR3000015 - Oros Ymittos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR3000015" target="_blank"> Check site’s Standard Data Form</a>	
43	Spilaio Nymfon	Marmarospilia	Natural	Ionioi Nisoi	Ithaki	Ithaki	Vathy	20.706254373	38.361108763	206	Location known	Petrocheilou 1971h|Petrocheilou 1984	1036|1073		
44	Spilaio Peramatos		Natural	Ipeiros	Ioannina	Ioannina	Perama	20.846480076	39.694948222	486	Location known	Petrocheilou 1984|Petrocheilou 1952|Petrocheilos 1951|Petrocheilos 1957b|Petrocheilos 1956c|Lindberg 1955b	1073|980|1154|968|966|871	GR2130012 - Evryteri Periochi Polis Ioanninon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130012" target="_blank"> Check site’s Standard Data Form</a>	
45	Spilaio Skoteini		Natural	Sterea Ellada	Evvoia	Kymi - Aliveri	Tharounia	23.972431849	38.509980485	461	Location known	Skouras 2000	1123		
46	Spilaio Sykias		Natural	Thessalia	Magnisia	Almyros	Kofoi	22.709152293	39.083308916	1127	Location known				
47	Spilaio Vredou		Natural	Attiki	Anatoliki Attiki	Dionysos	Stamata	23.909348632	38.151246221	336	Location known	Petrocheilos 1952b	956		
48	Spilaio Monis Kipinas		Natural	Ipeiros	Ioannina	Voreia Tzoumerka	Pramanda	21.13022007	39.567439522	772	Location known	Petrocheilos 1956b	965	GR2130013 - Evryteri Periochi Athamanikon Oreon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130013" target="_blank"> Check site’s Standard Data Form</a>	
49	Spilaio Kokkinou Vrachou	Namenlose Höhle in der Südwand Kokkino Vracho, Höhle 303, Stussiner-Höhle	Natural	Thessalia	Larisa	Tempi	Spilia	22.670717071	39.841221807	726	Location known			GR1420007 - Oros Ossa (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1420007" target="_blank"> Check site’s Standard Data Form</a>|GR1420003 - Aisthitiko Dasos Ossas (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1420003" target="_blank"> Check site’s Standard Data Form</a>	
50	Spilaio Nymfolyptou		Natural	Attiki	Anatoliki Attiki	Vari - Voula - Vouliagmeni	Vari	23.801839617	37.858140476	266	Location known	Deligiorgi-Alexopoulou 1985a|Deligiorgi-Alexopoulou 1980|Petrocheilou 1984|Lindberg 1955b	758|757|1073|871	GR3000015 - Oros Ymittos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR3000015" target="_blank"> Check site’s Standard Data Form</a>|Archaeological Site - Ministerial Decision  8617/323/11-3-1985  (OGG 163/Β/28-3-1985)|GR3000006 - Ymittos - Aisthitiko Dasos Kaisarianis - Limni Vouliagmenis (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR3000006" target="_blank"> Check site’s Standard Data Form</a>	
